ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-47029N|refseq:NP_056377|uniprotkb:O94888	DIP-39799N|refseq:NP_036172|uniprotkb:Q9WTX6	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:22466964|pubmed:DIP-15571S|pubmed:22466964|pubmed:DIP-15571S|pubmed:22466964|pubmed:DIP-15571S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189835E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-31080N|refseq:NP_035057|uniprotkb:P29477	DIP-6219N|uniprotkb:Q04207	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:21464294|pubmed:DIP-15580S|pubmed:21464294|pubmed:DIP-15580S|pubmed:21464294|pubmed:DIP-15580S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-189868E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-331N|uniprotkb:P36956	DIP-56622N|uniprotkb:Q6KCD5	 -	-	-	-	MI:0096(pull down)	-	pubmed:20720539|pubmed:DIP-14809S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-189538E	dip-quality-status:core	dip:0004(small scale)		-
DIP-57028N|uniprotkb:Q9CW03	DIP-331N|uniprotkb:P36956	 -	-	-	-	MI:0096(pull down)	-	pubmed:20720539|pubmed:DIP-14809S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189537E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59233N|uniprotkb:A2AGH6	DIP-331N|uniprotkb:P36956	 -	-	-	-	MI:0096(pull down)	-	pubmed:20720539|pubmed:DIP-14809S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-189539E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-30975N|refseq:NP_034610|uniprotkb:P07901	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190030E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-59970N|uniprotkb:Q7TPD0	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190031E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59971N|refseq:NP_080640|uniprotkb:Q9D0M1	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190032E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31955N|refseq:NP_075891|uniprotkb:Q3THE2	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190033E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-56991N|uniprotkb:Q02395	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190034E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-29546N|refseq:NP_071855|uniprotkb:Q8VDD5	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190035E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-56880N|uniprotkb:Q8K1R7	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190036E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59972N|refseq:NP_035048|uniprotkb:P30415	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190037E	dip-quality-status:core	dip:0004(small scale)		-
DIP-39409N|refseq:NP_035175|uniprotkb:P17918	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190038E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32855N|uniprotkb:Q60972	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190039E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59973N|refseq:NP_997406|uniprotkb:P62751	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190040E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59974N|refseq:NP_033107|uniprotkb:P41105	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190041E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59975N|refseq:NP_038753|uniprotkb:P62281	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190042E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59976N|refseq:NP_080809|uniprotkb:P62301	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190043E	dip-quality-status:core	dip:0004(small scale)		-
DIP-56995N|uniprotkb:A2AKX3	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190044E	dip-quality-status:core	dip:0004(small scale)		-
DIP-56045N|uniprotkb:Q80U70	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S|pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190014E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-29523N|refseq:NP_068676|uniprotkb:Q921E6	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S|pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190015E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59480N|refseq:NP_035743|uniprotkb:O35235	DIP-59480N|refseq:NP_035743|uniprotkb:O35235	-	-	-	-	MI:0071(molecular sieving)	-	pubmed:23039992|pubmed:DIP-15620S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-190054E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59480N|refseq:NP_035743|uniprotkb:O35235	DIP-59980N|refseq:NP_032790|uniprotkb:O08712	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0107(surface plasmon resonance)|MI:0071(molecular sieving)|MI:0969(bio-layer interferometry)	-	pubmed:23039992|pubmed:DIP-15620S|pubmed:23039992|pubmed:DIP-15620S|pubmed:23039992|pubmed:DIP-15620S|pubmed:23039992|pubmed:DIP-15620S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-190055E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-59981N|uniprotkb:P06802	DIP-59981N|uniprotkb:P06802	-	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23041369|pubmed:DIP-15621S|pubmed:23041369|pubmed:DIP-15621S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190056E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59982N|uniprotkb:Q5SWZ9	DIP-59982N|uniprotkb:Q5SWZ9	-	-	-	-	MI:0067(light scattering)|MI:0071(molecular sieving)|MI:0114(x-ray crystallography)	-	pubmed:23064227|pubmed:DIP-15623S|pubmed:23064227|pubmed:DIP-15623S|pubmed:23064227|pubmed:DIP-15623S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-190057E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-59955N|refseq:NP_001028539	DIP-1169N|refseq:NP_035233|uniprotkb:P28867	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:22885697|pubmed:DIP-15595S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190019E	dip-quality-status:core	dip:0004(small scale)		-
DIP-27619N|uniprotkb:Q9EPB4	DIP-59955N|refseq:NP_001028539	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:22885697|pubmed:DIP-15595S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190020E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34659N|uniprotkb:P29452	DIP-59955N|refseq:NP_001028539	 -	-	-	-	MI:0053(fluorescence polarization spectroscopy)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:26449474|pubmed:DIP-17951S|pubmed:22885697|pubmed:DIP-15595S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-190021E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59968N|uniprotkb:Q64152	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190025E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32249N|uniprotkb:O35658	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190026E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-49394N|uniprotkb:Q6NVF9	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190027E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-32293N|uniprotkb:Q61656	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190028E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-35245N|refseq:NP_056601|uniprotkb:P15864	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190029E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37712N|uniprotkb:P16546	DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190045E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-31558N|uniprotkb:Q62261	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190046E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-59977N|uniprotkb:O08583	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190047E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59969N|refseq:NP_780541|uniprotkb:Q7TNS8	DIP-29742N|uniprotkb:P62991	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23180766|pubmed:DIP-15613S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190048E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34118N|uniprotkb:P01942	DIP-31086N|uniprotkb:P70313	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23123858|pubmed:DIP-15627S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190061E	dip-quality-status:core	dip:0004(small scale)		-
DIP-57517N|uniprotkb:Q9DCN2	DIP-34118N|uniprotkb:P01942	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23123858|pubmed:DIP-15627S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190063E	dip-quality-status:core	dip:0004(small scale)		-
DIP-39360N|refseq:NP_032763|uniprotkb:P97333	DIP-59997N|uniprotkb:O08665	 -	-	-	-	MI:0107(surface plasmon resonance)|MI:0107(surface plasmon resonance)	-	pubmed:23104057|pubmed:DIP-15653S|pubmed:23104057|pubmed:DIP-15653S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-190169E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-32252N|uniprotkb:P70207	DIP-39360N|refseq:NP_032763|uniprotkb:P97333	 -	-	-	-	MI:0107(surface plasmon resonance)|MI:0107(surface plasmon resonance)	-	pubmed:23104057|pubmed:DIP-15653S|pubmed:23104057|pubmed:DIP-15653S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-190170E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59997N|uniprotkb:O08665	DIP-59997N|uniprotkb:O08665	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:23104057|pubmed:DIP-15653S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-190171E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46794N|uniprotkb:P70280	DIP-32212N|uniprotkb:O88384	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S|pubmed:23104059|pubmed:DIP-15655S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190181E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-31010N|uniprotkb:P27870	DIP-76N|refseq:NP_000424|uniprotkb:P19878	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22203994|pubmed:DIP-15666S|pubmed:22203994|pubmed:DIP-15666S|pubmed:22203994|pubmed:DIP-15666S|pubmed:22203994|pubmed:DIP-15666S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190201E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60006N|refseq:NP_001106854|uniprotkb:D3Z7P3	DIP-60006N|refseq:NP_001106854|uniprotkb:D3Z7P3	-	-	-	-	MI:0071(molecular sieving)|MI:0826(x ray scattering)|MI:0114(x-ray crystallography)	-	pubmed:22228304|pubmed:DIP-15669S|pubmed:22228304|pubmed:DIP-15669S|pubmed:22228304|pubmed:DIP-15669S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-190203E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60008N|refseq:NP_035802|uniprotkb:P70362	DIP-41365N|refseq:NP_542144|uniprotkb:Q9ES54	 -	-	-	-	MI:0410(electron tomography)|MI:0069(mass spectrometry studies of complexes)|MI:0020(transmission electron microscopy)|MI:0020(transmission electron microscopy)|MI:0071(molecular sieving)|MI:0071(molecular sieving)|MI:0096(pull down)	-	pubmed:17202270|pubmed:DIP-16634S|pubmed:17202270|pubmed:DIP-16634S|pubmed:22232657|pubmed:DIP-15670S|pubmed:17202270|pubmed:DIP-16634S|pubmed:17202270|pubmed:DIP-16634S|pubmed:22232657|pubmed:DIP-15670S|pubmed:22232657|pubmed:DIP-15670S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-190206E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-41484N|refseq:NP_038848|uniprotkb:O08528	DIP-60009N|uniprotkb:Q62048	 -	-	-	-	MI:0055(fluorescent resonance energy transfer)|MI:0112(ubiquitin reconstruction)	-	pubmed:22233811|pubmed:DIP-15671S|pubmed:22233811|pubmed:DIP-15671S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190207E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-1066N|refseq:NP_034364|uniprotkb:P01101	DIP-46516N|uniprotkb:P14404	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22308434|pubmed:DIP-15676S|pubmed:22308434|pubmed:DIP-15676S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190227E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-40015N|refseq:NP_033560|uniprotkb:P46938	DIP-41748N|uniprotkb:P30051	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22308401|pubmed:DIP-15679S|pubmed:25751140|pubmed:DIP-17672S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190230E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60018N|refseq:NP_666065|uniprotkb:Q8VCN5	DIP-60017N|refseq:NP_077176|uniprotkb:Q9DCC8	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22323590|pubmed:DIP-15681S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190234E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34268N|uniprotkb:Q91YE6	DIP-29686N|refseq:NP_001092|uniprotkb:P60709	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:22323606|pubmed:DIP-15683S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-190239E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34268N|uniprotkb:Q91YE6	DIP-38073N|refseq:NP_031713|uniprotkb:P18760	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:22323606|pubmed:DIP-15683S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190240E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60021N|uniprotkb:Q8VI24	DIP-31514N|refseq:NP_003027|uniprotkb:P12755	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22334647|pubmed:DIP-15684S|pubmed:22334647|pubmed:DIP-15684S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190241E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60020N|uniprotkb:Q60698	DIP-60021N|uniprotkb:Q8VI24	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22334647|pubmed:DIP-15684S|pubmed:22334647|pubmed:DIP-15684S|pubmed:22334647|pubmed:DIP-15684S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190242E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-31499N|refseq:NP_032254|uniprotkb:O09106	DIP-60021N|uniprotkb:Q8VI24	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22334647|pubmed:DIP-15684S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190243E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60021N|uniprotkb:Q8VI24	DIP-36630N|refseq:NP_035972|uniprotkb:Q9R190	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22334647|pubmed:DIP-15684S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190244E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60026N|refseq:NP_033749	DIP-60024N|refseq:NP_082219|uniprotkb:Q9DAN1	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22357757|pubmed:DIP-15687S|pubmed:22357757|pubmed:DIP-15687S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-190249E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60026N|refseq:NP_033749	DIP-47581N|uniprotkb:P52194	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22357757|pubmed:DIP-15687S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190250E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60026N|refseq:NP_033749	DIP-60025N|uniprotkb:Q9D9Q6	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22357757|pubmed:DIP-15687S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-190251E	dip-quality-status:core	dip:0004(small scale)		-
